userName,score,at,content,polarity_score,sentiment,content_stopwords,content_stemmed,cleaned_tokenized_stemmed,cleaned_sentence
Abang edo,1,5/29/2024 12:20,jelas yang dipilih kendaraan malah dikasih jalan sawah belumpur kubangan org lihat maps itu artinya tidak tau jalan kalau salah ambil rute jangan seenaknya ikut ganti rute apalagi pilihannya kendaraan yaa tetap arahkan kejalan utama terus pilihan lebih lambat gunanya untukapaa bedakan dong mana jalan yang bisa dilalui dengan jalan enggak layak apalagi jalan sawah bedakan maps untuknavigasi dengan maps pejalan kaki jangan dijadikan satu tempat ujung nya mana rute terdekat main arahin aja,-41,NEGATIVE,jelas dipilih kendaraan malah dikasih jalan sawah belumpur kubangan org lihat maps artinya tau jalan kalau salah ambil rute jangan seenaknya ikut ganti rute pilihannya kendaraan yaa tetap arahkan kejalan utama terus pilihan lebih lambat gunanya untukapaa bedakan dong mana jalan dilalui jalan enggak layak jalan sawah bedakan maps untuknavigasi maps pejalan kaki jangan dijadikan satu tempat ujung nya mana rute terdekat main arahin aja,jelas pilih kendara malah kasih jalan sawah belumpur kubang org lihat maps arti tau jalan kalau salah ambil rute jangan enak ikut ganti rute pilih kendara yaa tetap arah jalan utama terus pilih lebih lambat guna untukapaa beda dong mana jalan lalu jalan enggak layak jalan sawah beda maps untuknavigasi maps pejal kaki jangan jadi satu tempat ujung nya mana rute dekat main arahin aja,"['jelas', 'pilih', 'kendara', 'malah', 'kasih', 'jalan', 'sawah', 'belumpur', 'kubang', 'org', 'lihat', 'maps', 'arti', 'tau', 'jalan', 'kalau', 'salah', 'ambil', 'rute', 'jangan', 'enak', 'ikut', 'ganti', 'rute', 'pilih', 'kendara', 'yaa', 'tetap', 'arah', 'jalan', 'utama', 'terus', 'pilih', 'lebih', 'lambat', 'guna', 'untukapaa', 'beda', 'dong', 'mana', 'jalan', 'lalu', 'jalan', 'enggak', 'layak', 'jalan', 'sawah', 'beda', 'maps', 'untuknavigasi', 'maps', 'pejal', 'kaki', 'jangan', 'jadi', 'satu', 'tempat', 'ujung', 'nya', 'mana', 'rute', 'dekat', 'main', 'arahin', 'aja']",jelas pilih kendara malah kasih jalan sawah belumpur kubang org lihat maps arti tau jalan kalau salah ambil rute jangan enak ikut ganti rute pilih kendara yaa tetap arah jalan utama terus pilih lebih lambat guna untukapaa beda dong mana jalan lalu jalan enggak layak jalan sawah beda maps untuknavigasi maps pejal kaki jangan jadi satu tempat ujung nya mana rute dekat main arahin aja
kotan kolores,3,5/29/2024 11:45,kenapa gps saya selalu rendah ya padahal sudah ganti kartu jaringan yang lebih kuat dansudah kalibrasi berulang ulang tetap saja rendah,-14,NEGATIVE,gps selalu rendah padahal ganti kartu jaringan lebih kuat dansudah kalibrasi berulang ulang tetap rendah,gps selalu rendah padahal ganti kartu jaring lebih kuat dansudah kalibrasi ulang ulang tetap rendah,"['gps', 'selalu', 'rendah', 'padahal', 'ganti', 'kartu', 'jaring', 'lebih', 'kuat', 'dansudah', 'kalibrasi', 'ulang', 'ulang', 'tetap', 'rendah']",gps selalu rendah padahal ganti kartu jaring lebih kuat dansudah kalibrasi ulang ulang tetap rendah
Spear of Longinus,1,5/28/2024 19:49,setelah update microphone jadi tidak bisa digunakan jadinya harus ngetik merepotkan ketika di downgrade microphone jadi berfungsi kembali,-12,NEGATIVE,update microphone jadi digunakan jadinya ngetik merepotkan downgrade microphone jadi berfungsi,update microphone jadi guna jadi ngetik repot downgrade microphone jadi fungsi,"['update', 'microphone', 'jadi', 'guna', 'jadi', 'ngetik', 'repot', 'downgrade', 'microphone', 'jadi', 'fungsi']",update microphone jadi guna jadi ngetik repot downgrade microphone jadi fungsi
Ahmad Cahyadi,1,5/28/2024 18:16,sinyal hilang terus kerja apa kau sebenarnya tak becus perbaiki masalah seperti ini kalian di gaji bukan untukmalas melainkan kalian berikan pelayanan navigasi yang akurat gaji besar tetapi hasilnya buruk hp sudah ram  sinyal simpati jaringan kau inilah yang bermasalah kau tanam kabel optik panjang tetapi untukpengguna motor tidak sama sekali akurat jaringan hilang terus kalau sudah bagus saya akan ubah rating saya karena saya saat ini kecewa dengan navigasi yang saat ini kau perbarui tetapi jelek,-40,NEGATIVE,sinyal hilang terus kerja apa kau sebenarnya tak becus perbaiki masalah kalian gaji bukan untukmalas kalian berikan pelayanan navigasi akurat gaji besar hasilnya buruk hp ram sinyal simpati jaringan kau inilah bermasalah kau tanam kabel optik panjang untukpengguna motor sama sekali akurat jaringan hilang terus kalau bagus ubah rating kecewa navigasi kau perbarui jelek,sinyal hilang terus kerja apa kau benar tak becus baik masalah kalian gaji bukan untukmalas kalian ikan layan navigasi akurat gaji besar hasil buruk hp ram sinyal simpati jaring kau ini masalah kau tanam kabel optik panjang untukpengguna motor sama sekali akurat jaring hilang terus kalau bagus ubah rating kecewa navigasi kau baru jelek,"['sinyal', 'hilang', 'terus', 'kerja', 'apa', 'kau', 'benar', 'tak', 'becus', 'baik', 'masalah', 'kalian', 'gaji', 'bukan', 'untukmalas', 'kalian', 'ikan', 'layan', 'navigasi', 'akurat', 'gaji', 'besar', 'hasil', 'buruk', 'hp', 'ram', 'sinyal', 'simpati', 'jaring', 'kau', 'ini', 'masalah', 'kau', 'tanam', 'kabel', 'optik', 'panjang', 'untukpengguna', 'motor', 'sama', 'sekali', 'akurat', 'jaring', 'hilang', 'terus', 'kalau', 'bagus', 'ubah', 'rating', 'kecewa', 'navigasi', 'kau', 'baru', 'jelek']",sinyal hilang terus kerja apa kau benar tak becus baik masalah kalian gaji bukan untukmalas kalian ikan layan navigasi akurat gaji besar hasil buruk hp ram sinyal simpati jaring kau ini masalah kau tanam kabel optik panjang untukpengguna motor sama sekali akurat jaring hilang terus kalau bagus ubah rating kecewa navigasi kau baru jelek
Inrianiglorya sabneno,5,5/28/2024 16:09,sangat membantu aku untukmengetahui jalan yang belum pernah di kunjungi sebelumnya gambar yang adajuga sangat jelas sehingga sangat mudah dalam membaca arah,-8,NEGATIVE,sangat membantu aku untukmengetahui jalan pernah kunjungi sebelumnya gambar adajuga sangat jelas sangat mudah membaca arah,sangat bantu aku untukmengetahui jalan pernah kunjung belum gambar adajuga sangat jelas sangat mudah baca arah,"['sangat', 'bantu', 'aku', 'untukmengetahui', 'jalan', 'pernah', 'kunjung', 'belum', 'gambar', 'adajuga', 'sangat', 'jelas', 'sangat', 'mudah', 'baca', 'arah']",sangat bantu aku untukmengetahui jalan pernah kunjung belum gambar adajuga sangat jelas sangat mudah baca arah
M KaMiL,5,5/28/2024 10:45,google maps adalah aplikasi navigasi yang luar biasa fitur pencarian lokasi yang akurat danpeta yang terperinci membuat perjalanan saya menjadi lebih mudah,-13,NEGATIVE,google maps aplikasi navigasi luar biasa fitur pencarian lokasi akurat danpeta terperinci membuat perjalanan menjadi lebih mudah,google maps aplikasi navigasi luar biasa fitur cari lokasi akurat danpeta perinci buat jalan jadi lebih mudah,"['google', 'maps', 'aplikasi', 'navigasi', 'luar', 'biasa', 'fitur', 'cari', 'lokasi', 'akurat', 'danpeta', 'perinci', 'buat', 'jalan', 'jadi', 'lebih', 'mudah']",google maps aplikasi navigasi luar biasa fitur cari lokasi akurat danpeta perinci buat jalan jadi lebih mudah
Taufik Yulianto,5,5/28/2024 7:18,google maps mantap sangat membantu saat menuju alamat yang baru pertama kali dituju terimakasih maps semoga semakin akurat dalam menemukan titik tujuan dari para penggunanya yang suka nyasar itu membuktikan mereka belum familiar menggunakan google maps tidak fokus terhadap arahan yang diberikan makanya suka dicarikan jalan lain yang lebih memutar sebelum digunakan setting dulu peruntukannya r r lalu kuota internet jangan terlalu irit karena ketika kuota tipis akses internet nya lambat,-33,NEGATIVE,google maps mantap sangat membantu menuju alamat baru pertama kali dituju terimakasih maps semoga semakin akurat menemukan titik tujuan penggunanya suka nyasar membuktikan familiar menggunakan google maps fokus arahan diberikan makanya suka dicarikan jalan lebih memutar digunakan setting dulu peruntukannya r r lalu kuota internet jangan terlalu irit kuota tipis akses internet nya lambat,google maps mantap sangat bantu tuju alamat baru pertama kali tuju terimakasih maps moga makin akurat temu titik tuju guna suka nyasar bukti familiar guna google maps fokus arah beri makanya suka cari jalan lebih putar guna setting dulu untuk r r lalu kuota internet jangan terlalu irit kuota tipis akses internet nya lambat,"['google', 'maps', 'mantap', 'sangat', 'bantu', 'tuju', 'alamat', 'baru', 'pertama', 'kali', 'tuju', 'terimakasih', 'maps', 'moga', 'makin', 'akurat', 'temu', 'titik', 'tuju', 'guna', 'suka', 'nyasar', 'bukti', 'familiar', 'guna', 'google', 'maps', 'fokus', 'arah', 'beri', 'makanya', 'suka', 'cari', 'jalan', 'lebih', 'putar', 'guna', 'setting', 'dulu', 'untuk', 'r', 'r', 'lalu', 'kuota', 'internet', 'jangan', 'terlalu', 'irit', 'kuota', 'tipis', 'akses', 'internet', 'nya', 'lambat']",google maps mantap sangat bantu tuju alamat baru pertama kali tuju terimakasih maps moga makin akurat temu titik tuju guna suka nyasar bukti familiar guna google maps fokus arah beri makanya suka cari jalan lebih putar guna setting dulu untuk r r lalu kuota internet jangan terlalu irit kuota tipis akses internet nya lambat
siti lindayani,5,5/27/2024 19:10,tempat yang recommended untukdi kunjungi view nya indah makanan nya pun tak kalah enak nya bisa di pakai untukprewedding bawa keluarga bahkan orang tercinta,-4,NEGATIVE,tempat recommended untukdi kunjungi view nya indah makanan nya tak kalah enak nya pakai untukprewedding bawa keluarga bahkan orang tercinta,tempat recommended untukdi kunjung view nya indah makan nya tak kalah enak nya pakai untukprewedding bawa keluarga bahkan orang cinta,"['tempat', 'recommended', 'untukdi', 'kunjung', 'view', 'nya', 'indah', 'makan', 'nya', 'tak', 'kalah', 'enak', 'nya', 'pakai', 'untukprewedding', 'bawa', 'keluarga', 'bahkan', 'orang', 'cinta']",tempat recommended untukdi kunjung view nya indah makan nya tak kalah enak nya pakai untukprewedding bawa keluarga bahkan orang cinta
Rian Febriana,1,5/27/2024 14:27,kenapa setelah saya update malah jadi sering error ya gps saya padahal sebelumnya sebelum diupdate tidak adakendala aman saja tapi setelah diupdate malah sering hilang gps saya dansering eror,-18,NEGATIVE,update malah jadi sering error gps padahal sebelumnya diupdate adakendala aman diupdate malah sering hilang gps dansering eror,update malah jadi sering error gps padahal belum diupdate adakendala aman diupdate malah sering hilang gps dansering eror,"['update', 'malah', 'jadi', 'sering', 'error', 'gps', 'padahal', 'belum', 'diupdate', 'adakendala', 'aman', 'diupdate', 'malah', 'sering', 'hilang', 'gps', 'dansering', 'eror']",update malah jadi sering error gps padahal belum diupdate adakendala aman diupdate malah sering hilang gps dansering eror
Syam earlangga,3,5/27/2024 0:08,maps semakin parah semakin kesini bukan nya semakin bagus malah sering abu enggak bergerak kadang kasih arah belok nya juga suka telat,5,POSITIVE,maps semakin parah semakin kesini bukan nya semakin bagus malah sering abu enggak bergerak kadang kasih arah belok nya suka telat,maps makin parah makin kesini bukan nya makin bagus malah sering abu enggak gerak kadang kasih arah belok nya suka telat,"['maps', 'makin', 'parah', 'makin', 'kesini', 'bukan', 'nya', 'makin', 'bagus', 'malah', 'sering', 'abu', 'enggak', 'gerak', 'kadang', 'kasih', 'arah', 'belok', 'nya', 'suka', 'telat']",maps makin parah makin kesini bukan nya makin bagus malah sering abu enggak gerak kadang kasih arah belok nya suka telat
Putra Samhedi,1,5/26/2024 16:19,aplikasi ini sangat membantu tapi sayangnya sekarang susah untukmenambahkan lokasi terkadang tiba tiba lokasi telah dihapus mohon pencerahan,-8,NEGATIVE,aplikasi sangat membantu sayangnya sekarang susah untukmenambahkan lokasi terkadang tiba tiba lokasi dihapus mohon pencerahan,aplikasi sangat bantu sayang sekarang susah untukmenambahkan lokasi terkadang tiba tiba lokasi hapus mohon cerah,"['aplikasi', 'sangat', 'bantu', 'sayang', 'sekarang', 'susah', 'untukmenambahkan', 'lokasi', 'terkadang', 'tiba', 'tiba', 'lokasi', 'hapus', 'mohon', 'cerah']",aplikasi sangat bantu sayang sekarang susah untukmenambahkan lokasi terkadang tiba tiba lokasi hapus mohon cerah
25. Umi Khulsum,5,5/26/2024 13:00,google maps adalah aplikasi navigasi yang luar biasa fitur pencarian lokasi yang akurat danpeta yang terperinci membuat perjalanan saya menjadi lebih mudah danefisien saya juga sangat menghargai fitur lalu lintas real time yang membantu saya menghindari kemacetan,-21,NEGATIVE,google maps aplikasi navigasi luar biasa fitur pencarian lokasi akurat danpeta terperinci membuat perjalanan menjadi lebih mudah danefisien sangat menghargai fitur lalu lintas real time membantu menghindari kemacetan,google maps aplikasi navigasi luar biasa fitur cari lokasi akurat danpeta perinci buat jalan jadi lebih mudah danefisien sangat harga fitur lalu lintas real time bantu hindar macet,"['google', 'maps', 'aplikasi', 'navigasi', 'luar', 'biasa', 'fitur', 'cari', 'lokasi', 'akurat', 'danpeta', 'perinci', 'buat', 'jalan', 'jadi', 'lebih', 'mudah', 'danefisien', 'sangat', 'harga', 'fitur', 'lalu', 'lintas', 'real', 'time', 'bantu', 'hindar', 'macet']",google maps aplikasi navigasi luar biasa fitur cari lokasi akurat danpeta perinci buat jalan jadi lebih mudah danefisien sangat harga fitur lalu lintas real time bantu hindar macet
fery sujarwadi,4,5/26/2024 11:38,maaf untuksebelum nya untukkendaraan coba bisa di perbaharui untukmobil besar dankecil soalnya adalarangan untukkendaraan besar di jaan tol atau jalan umum terimakasih,8,POSITIVE,maaf untuksebelum nya untukkendaraan coba perbaharui untukmobil besar dankecil soalnya adalarangan untukkendaraan besar jaan tol jalan umum terimakasih,maaf untuksebelum nya untukkendaraan coba baharu untukmobil besar dankecil soal adalarangan untukkendaraan besar jaan tol jalan umum terimakasih,"['maaf', 'untuksebelum', 'nya', 'untukkendaraan', 'coba', 'baharu', 'untukmobil', 'besar', 'dankecil', 'soal', 'adalarangan', 'untukkendaraan', 'besar', 'jaan', 'tol', 'jalan', 'umum', 'terimakasih']",maaf untuksebelum nya untukkendaraan coba baharu untukmobil besar dankecil soal adalarangan untukkendaraan besar jaan tol jalan umum terimakasih
Rona Uly Helen Cristina,5,5/26/2024 9:25,google maps mengalami kemajuan saya sangat terbantu dengan adanya fitur yang dapat melihat kapan bus akan tiba terimakasih,-3,NEGATIVE,google maps mengalami kemajuan sangat terbantu adanya fitur melihat kapan bus tiba terimakasih,google maps alami maju sangat bantu ada fitur lihat kapan bus tiba terimakasih,"['google', 'maps', 'alami', 'maju', 'sangat', 'bantu', 'ada', 'fitur', 'lihat', 'kapan', 'bus', 'tiba', 'terimakasih']",google maps alami maju sangat bantu ada fitur lihat kapan bus tiba terimakasih
arifudin sahli,2,5/26/2024 7:37,rekomendasi jalannya payah sering menunjukkan jalan yang sempit danmembuat tidak nyaman berkendara sebaiknya di berikan opsi untukmenghilangkan menghindari jalan sempit,-14,NEGATIVE,rekomendasi jalannya payah sering menunjukkan jalan sempit danmembuat nyaman berkendara sebaiknya berikan opsi untukmenghilangkan menghindari jalan sempit,rekomendasi jalan payah sering tunjuk jalan sempit danmembuat nyaman kendara baik ikan opsi untukmenghilangkan hindar jalan sempit,"['rekomendasi', 'jalan', 'payah', 'sering', 'tunjuk', 'jalan', 'sempit', 'danmembuat', 'nyaman', 'kendara', 'baik', 'ikan', 'opsi', 'untukmenghilangkan', 'hindar', 'jalan', 'sempit']",rekomendasi jalan payah sering tunjuk jalan sempit danmembuat nyaman kendara baik ikan opsi untukmenghilangkan hindar jalan sempit
Jagung rebus,5,5/26/2024 2:48,google maps adalah aplikasi navigasi yang luar biasa fitur pencarian lokasi yang akurat danpeta yang terperinci membuat perjalanan saya lebih mudah danefisien saya juga sangat menghargai fitur lalu lintas real time yang membantu saya menghindari kemacetan terimakasih goggle maps anda benar benar mengubah hidup saya menjadi lebih mudah,-23,NEGATIVE,google maps aplikasi navigasi luar biasa fitur pencarian lokasi akurat danpeta terperinci membuat perjalanan lebih mudah danefisien sangat menghargai fitur lalu lintas real time membantu menghindari kemacetan terimakasih goggle maps benar benar mengubah hidup menjadi lebih mudah,google maps aplikasi navigasi luar biasa fitur cari lokasi akurat danpeta perinci buat jalan lebih mudah danefisien sangat harga fitur lalu lintas real time bantu hindar macet terimakasih goggle maps benar benar ubah hidup jadi lebih mudah,"['google', 'maps', 'aplikasi', 'navigasi', 'luar', 'biasa', 'fitur', 'cari', 'lokasi', 'akurat', 'danpeta', 'perinci', 'buat', 'jalan', 'lebih', 'mudah', 'danefisien', 'sangat', 'harga', 'fitur', 'lalu', 'lintas', 'real', 'time', 'bantu', 'hindar', 'macet', 'terimakasih', 'goggle', 'maps', 'benar', 'benar', 'ubah', 'hidup', 'jadi', 'lebih', 'mudah']",google maps aplikasi navigasi luar biasa fitur cari lokasi akurat danpeta perinci buat jalan lebih mudah danefisien sangat harga fitur lalu lintas real time bantu hindar macet terimakasih goggle maps benar benar ubah hidup jadi lebih mudah
Tom Kusuma,1,5/24/2024 23:40,dear gmaps dangoogle tolong perbaiki mengenai jalur mobil sering terlalu kecil jalan yang dipilihkan Tidak maps untukdilalui mohon beri jalan yang sesuai untukmobil,-10,NEGATIVE,dear gmaps dangoogle perbaiki mengenai jalur mobil sering terlalu kecil jalan dipilihkan maps untukdilalui mohon beri jalan sesuai untukmobil,dear gmaps dangoogle baik kena jalur mobil sering terlalu kecil jalan pilih maps untukdilalui mohon beri jalan sesuai untukmobil,"['dear', 'gmaps', 'dangoogle', 'baik', 'kena', 'jalur', 'mobil', 'sering', 'terlalu', 'kecil', 'jalan', 'pilih', 'maps', 'untukdilalui', 'mohon', 'beri', 'jalan', 'sesuai', 'untukmobil']",dear gmaps dangoogle baik kena jalur mobil sering terlalu kecil jalan pilih maps untukdilalui mohon beri jalan sesuai untukmobil
Arif Rachman Dwianto,1,5/24/2024 17:31,di update semakin berat saja jadi susah saat di pakai lama muncul panah serta melambat parah sehingga saat di pakai sangat mengganggu sekali,-17,NEGATIVE,update semakin berat jadi susah pakai lama muncul panah melambat parah pakai sangat mengganggu sekali,update makin berat jadi susah pakai lama muncul panah lambat parah pakai sangat ganggu sekali,"['update', 'makin', 'berat', 'jadi', 'susah', 'pakai', 'lama', 'muncul', 'panah', 'lambat', 'parah', 'pakai', 'sangat', 'ganggu', 'sekali']",update makin berat jadi susah pakai lama muncul panah lambat parah pakai sangat ganggu sekali
