userName,score,at,content,polarity_score,sentiment,content_stopwords,tokenized_stemmed,cleaned_tokenized_stemmed
Rafika Firdani Auliya,1,5/29/2024 16:14,untuk linimasa jadi tidak bisa memilih perangkat mana yang mau di aktifkan linimasanya terus kalau  email di pakai di  telepon jadinya linimasa di  telepon itu terbaca semua jadi sulit banget perjalanannya karena  telepon ya beda orang semua dan hasil linimasa tidak bisa di cek di komputer jadi semakin buruk kualitas linimasanya,-21,NEGATIVE,linimasa jadi bisa memilih perangkat mana mau aktifkan linimasanya terus kalau  email pakai  telepon jadinya linimasa  telepon terbaca semua jadi sulit banget perjalanannya  telepon beda orang semua hasil linimasa bisa cek komputer jadi semakin buruk kualitas linimasanya,"['linimasa', 'pilih', 'perangkat', 'aktif', 'linimasanya', 'email', 'pakai', 'telepon', 'linimasa', 'telepon', 'baca', 'sulit', 'banget', 'jalan', 'telepon', 'beda', 'orang', 'hasil', 'linimasa', 'cek', 'komputer', 'buruk', 'kualitas', 'linimasanya']",linimasa pilih perangkat aktif linimasanya email pakai telepon linimasa telepon baca sulit banget jalan telepon beda orang hasil linimasa cek komputer buruk kualitas linimasanya
Abang edo,1,5/29/2024 12:20,jelas yang dipilih kendaraan malah dikasih jalan sawah belumpur kubangan orang lihat maps itu artinya tidak tau jalan kalau salah ambil rute jangan seenaknya ikut ganti rute apalagi pilihannya kendaraan yaa tetap arahkan kejalan utama terus pilihan lebih lambat gunanya untuk apaa bedakan dong mana jalan yang bisa dilalui dengan jalan enggak layak apalagi jalan sawah bedakan maps buat navigasi dengan maps pejalan kaki jangan dijadikan satu tempat ujung  mana rute terdekat main arahin aja,-40,NEGATIVE,jelas dipilih kendaraan malah dikasih jalan sawah belumpur kubangan orang lihat maps artinya tau jalan kalau salah ambil rute jangan seenaknya ikut ganti rute pilihannya kendaraan yaa tetap arahkan kejalan utama terus pilihan lebih lambat gunanya apaa bedakan dong mana jalan bisa dilalui jalan enggak layak jalan sawah bedakan maps buat navigasi maps pejalan kaki jangan dijadikan satu tempat ujung  mana rute terdekat main arahin aja,"['pilih', 'kendara', 'kasih', 'jalan', 'sawah', 'belumpur', 'kubang', 'orang', 'lihat', 'maps', 'tau', 'jalan', 'salah', 'ambil', 'rute', 'ganti', 'rute', 'pilih', 'kendara', 'yaa', 'arah', 'jalan', 'utama', 'pilih', 'lambat', 'guna', 'apaa', 'beda', 'jalan', 'jalan', 'layak', 'jalan', 'sawah', 'beda', 'maps', 'navigasi', 'maps', 'pejal', 'kaki', 'jadi', 'ujung', 'rute', 'dekat', 'main', 'arahin', 'aja']",pilih kendara kasih jalan sawah belumpur kubang orang lihat maps tau jalan salah ambil rute ganti rute pilih kendara yaa arah jalan utama pilih lambat guna apaa beda jalan jalan layak jalan sawah beda maps navigasi maps pejal kaki jadi ujung rute dekat main arahin aja
kotan kolores,3,5/29/2024 11:45,kenapa navigasi saya selalu rendah ya padahal sudah ganti kartu jaringan yang lebih kuat dan sudah kalibrasi berulang ulang tetap saja rendah,-13,NEGATIVE,navigasi selalu rendah padahal ganti kartu jaringan lebih kuat sudah kalibrasi berulang ulang tetap rendah,"['navigasi', 'rendah', 'ganti', 'kartu', 'jaring', 'kuat', 'kalibrasi', 'ulang', 'ulang', 'rendah']",navigasi rendah ganti kartu jaring kuat kalibrasi ulang ulang rendah
Spear of Longinus,1,5/28/2024 19:49,setelah update microphone jadi tidak bisa digunakan jadinya harus ngetik merepotkan ketika di downgrade microphone jadi berfungsi kembali,-12,NEGATIVE,update microphone jadi bisa digunakan jadinya ngetik merepotkan di downgrade microphone jadi berfungsi,"['update', 'microphone', 'ngetik', 'repot', 'downgrade', 'microphone', 'fungsi']",update microphone ngetik repot downgrade microphone fungsi
Ahmad Cahyadi,1,5/28/2024 18:16,sinyal hilang terus kerja apa kau sebenarnya tak becus perbaiki masalah seperti ini kalian di gaji bukan untuk malas melainkan kalian berikan pelayanan navigasi yang akurat gaji besar tetapi hasilnya buruk telepon sudah ram  sinyal simpati jaringan kau inilah yang bermasalah kau tanam kabel optik panjang tetapi untuk pengguna motor tidak sama sekali akurat jaringan hilang terus kalau sudah bagus saya akan ubah rating saya karena saya saat ini kecewa dengan navigasi yang saat ini kau perbarui tetapi jelek,-43,NEGATIVE,sinyal hilang terus kerja apa kau sebenarnya tak becus perbaiki masalah kalian gaji bukan malas kalian berikan pelayanan navigasi akurat gaji besar hasilnya buruk telepon ram  sinyal simpati jaringan kau inilah bermasalah kau tanam kabel optik panjang untuk pengguna motor sama sekali akurat jaringan hilang terus kalau bagus akan ubah rating karena saat kecewa navigasi saat ini kau perbarui jelek,"['sinyal', 'hilang', 'kerja', 'kau', 'becus', 'baik', 'gaji', 'malas', 'layan', 'navigasi', 'akurat', 'gaji', 'hasil', 'buruk', 'telepon', 'ram', 'sinyal', 'simpati', 'jaring', 'kau', 'masalah', 'kau', 'tanam', 'kabel', 'optik', 'guna', 'motor', 'akurat', 'jaring', 'hilang', 'bagus', 'ubah', 'rating', 'kecewa', 'navigasi', 'kau', 'baru', 'jelek']",sinyal hilang kerja kau becus baik gaji malas layan navigasi akurat gaji hasil buruk telepon ram sinyal simpati jaring kau masalah kau tanam kabel optik guna motor akurat jaring hilang bagus ubah rating kecewa navigasi kau baru jelek
Inrianiglorya sabneno,5,5/28/2024 16:09,sangat membantu aku untuk mengetahui jalan yang belum pernah di kunjungi sebelumnya gambar yang ada juga sangat jelas sehingga sangat mudah dalam membaca arah,-7,NEGATIVE,sangat membantu aku mengetahui jalan belum pernah kunjungi sebelumnya gambar ada sangat jelas sangat mudah membaca arah,"['bantu', 'jalan', 'kunjung', 'gambar', 'mudah', 'baca', 'arah']",bantu jalan kunjung gambar mudah baca arah
M KaMiL,5,5/28/2024 10:45,google maps adalah aplikasi navigasi yang luar biasa fitur pencarian lokasi yang akurat dan peta yang terperinci membuat perjalanan saya menjadi lebih mudah,-13,NEGATIVE,google maps aplikasi navigasi luar biasa fitur pencarian lokasi akurat peta terperinci membuat perjalanan menjadi lebih mudah,"['google', 'maps', 'aplikasi', 'navigasi', 'fitur', 'cari', 'lokasi', 'akurat', 'peta', 'perinci', 'jalan', 'mudah']",google maps aplikasi navigasi fitur cari lokasi akurat peta perinci jalan mudah
Taufik Yulianto,5,5/28/2024 7:18,google maps mantap sangat membantu saat menuju alamat yang baru pertama kali dituju terimakasih maps semoga semakin akurat dalam menemukan titik tujuan dari para penggunanya yang suka nyasar itu membuktikan mereka belum familiar menggunakan google maps tidak fokus terhadap arahan yang diberikan makanya suka dicarikan jalan lain yang lebih memutar sebelum digunakan setting dulu peruntukannya r r lalu kuota internet jangan terlalu irit karena ketika kuota tipis akses internet  lambat,-33,NEGATIVE,google maps mantap sangat membantu menuju alamat baru pertama kali dituju terimakasih maps semoga semakin akurat menemukan titik tujuan para penggunanya suka nyasar membuktikan belum familiar menggunakan google maps fokus arahan diberikan makanya suka dicarikan jalan yang lebih memutar digunakan setting dulu peruntukannya r r lalu kuota internet jangan terlalu irit ketika kuota tipis akses internet  lambat,"['google', 'maps', 'mantap', 'bantu', 'alamat', 'kali', 'tuju', 'terimakasih', 'maps', 'moga', 'akurat', 'temu', 'titik', 'tuju', 'guna', 'suka', 'nyasar', 'bukti', 'familiar', 'google', 'maps', 'fokus', 'arah', 'suka', 'cari', 'jalan', 'putar', 'setting', 'untuk', 'r', 'r', 'kuota', 'internet', 'irit', 'kuota', 'tipis', 'akses', 'internet', 'lambat']",google maps mantap bantu alamat kali tuju terimakasih maps moga akurat temu titik tuju guna suka nyasar bukti familiar google maps fokus arah suka cari jalan putar setting untuk r r kuota internet irit kuota tipis akses internet lambat
siti lindayani,5,5/27/2024 19:10,tempat yang recommended untuk di kunjungi view  indah makanan  pun tak kalah enak  bisa di pakai buat prewedding bawa keluarga bahkan orang tercinta,-3,NEGATIVE,tempat recommended di kunjungi view  indah makanan  tak kalah enak  di pakai buat prewedding bawa keluarga bahkan orang tercinta,"['recommended', 'kunjung', 'view', 'indah', 'makan', 'kalah', 'enak', 'pakai', 'prewedding', 'bawa', 'keluarga', 'orang', 'cinta']",recommended kunjung view indah makan kalah enak pakai prewedding bawa keluarga orang cinta
Rian Febriana,1,5/27/2024 14:27,kenapa setelah saya update malah jadi sering eror ya navigasi saya padahal sebelumnya sebelum diupdate tidak ada kendala aman saja tapi setelah diupdate malah sering hilang navigasi saya dan sering eror,-13,NEGATIVE,update malah jadi sering eror navigasi padahal sebelumnya diupdate ada kendala aman tapi setelah diupdate malah sering hilang navigasi dan sering eror,"['update', 'eror', 'navigasi', 'diupdate', 'kendala', 'aman', 'diupdate', 'hilang', 'navigasi', 'eror']",update eror navigasi diupdate kendala aman diupdate hilang navigasi eror
Syam earlangga,3,5/27/2024 0:08,maps semakin parah semakin kesini bukan  semakin bagus malah sering abu enggak bergerak kadang kasih arah belok  juga suka telat,5,POSITIVE,maps semakin parah semakin kesini bukan  semakin bagus malah sering abu enggak bergerak kadang kasih arah belok  suka telat,"['maps', 'parah', 'kesini', 'bagus', 'abu', 'gerak', 'kadang', 'kasih', 'arah', 'belok', 'suka', 'telat']",maps parah kesini bagus abu gerak kadang kasih arah belok suka telat
Putra Samhedi,1,5/26/2024 16:19,aplikasi ini sangat membantu tapi sayangnya sekarang susah untuk menambahkan lokasi terkadang tiba tiba lokasi telah dihapus mohon pencerahan,-8,NEGATIVE,aplikasi sangat membantu sayangnya sekarang susah menambahkan lokasi terkadang tiba tiba lokasi dihapus mohon pencerahan,"['aplikasi', 'bantu', 'sayang', 'susah', 'lokasi', 'terkadang', 'lokasi', 'hapus', 'mohon', 'cerah']",aplikasi bantu sayang susah lokasi terkadang lokasi hapus mohon cerah
25. Umi Khulsum,5,5/26/2024 13:00,google maps adalah aplikasi navigasi yang luar biasa fitur pencarian lokasi yang akurat dan peta yang terperinci membuat perjalanan saya menjadi lebih mudah dan efisien saya juga sangat menghargai fitur lalu lintas real time yang membantu saya menghindari kemacetan,-17,NEGATIVE,google maps aplikasi navigasi luar biasa fitur pencarian lokasi akurat peta terperinci membuat perjalanan menjadi lebih mudah efisien juga sangat menghargai fitur lalu lintas real time membantu menghindari kemacetan,"['google', 'maps', 'aplikasi', 'navigasi', 'fitur', 'cari', 'lokasi', 'akurat', 'peta', 'perinci', 'jalan', 'mudah', 'efisien', 'harga', 'fitur', 'lintas', 'real', 'time', 'bantu', 'hindar', 'macet']",google maps aplikasi navigasi fitur cari lokasi akurat peta perinci jalan mudah efisien harga fitur lintas real time bantu hindar macet
fery sujarwadi,4,5/26/2024 11:38,maaf untuk sebelum  untuk kendaraan coba bisa di perbaharui untuk mobil besar dan kecil soalnya ada larangan untuk kendaraan besar di jaan tol atau jalan umum terimakasih,7,POSITIVE,maaf sebelum  kendaraan coba perbaharui mobil besar kecil soalnya larangan kendaraan besar di jaan tol jalan umum terimakasih,"['maaf', 'kendara', 'coba', 'baharu', 'mobil', 'larang', 'kendara', 'jaan', 'tol', 'jalan', 'terimakasih']",maaf kendara coba baharu mobil larang kendara jaan tol jalan terimakasih
Rona Uly Helen Cristina,5,5/26/2024 9:25,google maps mengalami kemajuan saya sangat terbantu dengan adanya fitur yang dapat melihat kapan bus akan tiba terimakasih,-3,NEGATIVE,google maps mengalami kemajuan sangat terbantu adanya fitur dapat melihat kapan bus tiba terimakasih,"['google', 'maps', 'alami', 'maju', 'bantu', 'fitur', 'bus', 'terimakasih']",google maps alami maju bantu fitur bus terimakasih
arifudin sahli,2,5/26/2024 7:37,rekomendasi jalannya payah sering menunjukkan jalan yang sempit dan membuat tidak nyaman berkendara sebaiknya di berikan opsi untuk menghilangkan menghindari jalan sempit,-13,NEGATIVE,rekomendasi jalannya payah sering menunjukkan jalan sempit membuat nyaman berkendara sebaiknya berikan opsi menghilangkan menghindari jalan sempit,"['rekomendasi', 'jalan', 'payah', 'jalan', 'sempit', 'nyaman', 'kendara', 'opsi', 'hilang', 'hindar', 'jalan', 'sempit']",rekomendasi jalan payah jalan sempit nyaman kendara opsi hilang hindar jalan sempit
Jagung rebus,5,5/26/2024 2:48,google maps adalah aplikasi navigasi yang luar biasa fitur pencarian lokasi yang akurat dan peta yang terperinci membuat perjalanan saya lebih mudah dan efisien saya juga sangat menghargai fitur lalu lintas real time yang membantu saya menghindari kemacetan terimakasih goggle maps anda benar benar mengubah hidup saya menjadi lebih mudah,-19,NEGATIVE,google maps aplikasi navigasi luar biasa fitur pencarian lokasi akurat peta terperinci membuat perjalanan lebih mudah efisien juga sangat menghargai fitur lalu lintas real time membantu menghindari kemacetan terimakasih goggle maps benar benar mengubah hidup menjadi lebih mudah,"['google', 'maps', 'aplikasi', 'navigasi', 'fitur', 'cari', 'lokasi', 'akurat', 'peta', 'perinci', 'jalan', 'mudah', 'efisien', 'harga', 'fitur', 'lintas', 'real', 'time', 'bantu', 'hindar', 'macet', 'terimakasih', 'goggle', 'maps', 'ubah', 'hidup', 'mudah']",google maps aplikasi navigasi fitur cari lokasi akurat peta perinci jalan mudah efisien harga fitur lintas real time bantu hindar macet terimakasih goggle maps ubah hidup mudah
Tom Kusuma,1,5/24/2024 23:40,dear gmaps dan google tolong perbaiki mengenai jalur mobil sering terlalu kecil jalan yang dipilihkan Tidak maps untuk dilalui mohon beri jalan yang sesuai untuk mobil,-9,NEGATIVE,dear gmaps google perbaiki mengenai jalur mobil sering terlalu kecil jalan dipilihkan Tidak maps dilalui mohon beri jalan sesuai mobil,"['dear', 'gmaps', 'google', 'baik', 'jalur', 'mobil', 'jalan', 'pilih', 'maps', 'mohon', 'jalan', 'sesuai', 'mobil']",dear gmaps google baik jalur mobil jalan pilih maps mohon jalan sesuai mobil
Arif Rachman Dwianto,1,5/24/2024 17:31,di update semakin berat saja jadi susah saat di pakai lama muncul panah serta melambat parah sehingga saat di pakai sangat mengganggu sekali,-17,NEGATIVE,update semakin berat jadi susah pakai lama muncul panah melambat parah saat di pakai sangat mengganggu sekali,"['update', 'berat', 'susah', 'pakai', 'muncul', 'panah', 'lambat', 'parah', 'pakai', 'ganggu']",update berat susah pakai muncul panah lambat parah pakai ganggu
Si Cadel Kasep,1,5/24/2024 15:28,maaf bintang  ya soalnya maps  suka ngelag pas di pakai jujur suka gak jalan malahan saya udah dimana tapi di maps  mengapa enggak jalan jalan mohon di perbaiki lagi ya soalnya ini selalu di pakai oleh saya kalau mau berpergian terimakasih selalu di upgrade tapi mengapa gitu terus google maps  jelek,8,POSITIVE,maaf bintang  soalnya maps  suka ngelag pas pakai jujur suka gak jalan malahan udah maps  enggak jalan jalan mohon perbaiki ya soalnya selalu pakai saya kalau mau berpergian terimakasih selalu upgrade tapi mengapa gitu terus google maps  jelek,"['maaf', 'bintang', 'maps', 'suka', 'ngelag', 'pas', 'pakai', 'jujur', 'suka', 'gak', 'jalan', 'udah', 'maps', 'jalan', 'jalan', 'mohon', 'baik', 'ya', 'pakai', 'pergi', 'terimakasih', 'upgrade', 'gitu', 'google', 'maps', 'jelek']",maaf bintang maps suka ngelag pas pakai jujur suka gak jalan udah maps jalan jalan mohon baik ya pakai pergi terimakasih upgrade gitu google maps jelek
Fitra Kurniawan,1,5/23/2024 23:10,akhir akhir ini mapsnya tidak bergerak sama sekali untuk pengendara online tidak sangat membantu untuk mencari alamat seseorang,-13,NEGATIVE,akhir akhir mapsnya bergerak sama sekali pengendara online sangat membantu mencari alamat seseorang,"['mapsnya', 'gerak', 'kendara', 'online', 'bantu', 'cari', 'alamat']",mapsnya gerak kendara online bantu cari alamat
roedytea chanel,5,5/23/2024 21:05,panahnya kenapa diam terus ya enggak gerak gerak padahal udah di update akurasi tinggi chace udah di hapus saya kasih bintang  dahulu kalau sudah normal baru saya kasih bintang,-2,NEGATIVE,panahnya diam terus enggak gerak gerak padahal udah update akurasi tinggi chace udah hapus kasih bintang  kalau normal baru kasih bintang,"['panah', 'diam', 'gerak', 'gerak', 'udah', 'update', 'akurasi', 'chace', 'udah', 'hapus', 'kasih', 'bintang', 'normal', 'kasih', 'bintang']",panah diam gerak gerak udah update akurasi chace udah hapus kasih bintang normal kasih bintang
Anastasia Enjellina,1,5/23/2024 20:12,mengapa google maps saya sekarang ini tidak bisa di pakai sehingga saya menjadi kesusahan untuk mencari tempat tujuan semoga google maps saya cepat di perbaiki,-25,NEGATIVE,google maps sekarang tidak pakai menjadi kesusahan mencari tempat tujuan semoga google maps saya cepat di perbaiki,"['google', 'maps', 'pakai', 'susah', 'cari', 'tuju', 'moga', 'google', 'maps', 'cepat', 'baik']",google maps pakai susah cari tuju moga google maps cepat baik
SITI RAHMADANI,5,5/23/2024 15:08,google maps adalah aplikasi navigasi yang luar biasa fitur pencarian lokasi yang akurat dan peta yang terperinci membuat perjalanan saya menjadi lebih mudah dan efisien saya juga sangat menghargai fitur lalu lintas real time yang membantu saya menghindari kemacetan terima kasih google maps anda benar benar membuat hidup saya lebih mudah,-19,NEGATIVE,google maps aplikasi navigasi luar biasa fitur pencarian lokasi akurat peta terperinci membuat perjalanan menjadi lebih mudah efisien juga sangat menghargai fitur lalu lintas real time membantu menghindari kemacetan terima kasih google maps benar benar membuat hidup lebih mudah,"['google', 'maps', 'aplikasi', 'navigasi', 'fitur', 'cari', 'lokasi', 'akurat', 'peta', 'perinci', 'jalan', 'mudah', 'efisien', 'harga', 'fitur', 'lintas', 'real', 'time', 'bantu', 'hindar', 'macet', 'terima', 'kasih', 'google', 'maps', 'hidup', 'mudah']",google maps aplikasi navigasi fitur cari lokasi akurat peta perinci jalan mudah efisien harga fitur lintas real time bantu hindar macet terima kasih google maps hidup mudah
