userName,score,at,content,label,content_stopwords,content_stemmed
Pratido Rindy,4,5/20/2024 17:19,"halo developer. kenapa sekarang maps kalau zoom out sedikit saja view jalan utama jadi hilang. coba jalan kabupaten / provinsi. malahan jalan desanya masih nampak. jadi bikin takut. kita mau zoom out untuklihat rute malahan hilang, di zoom in kelihatan lagi",negatif,"halo developer . sekarang maps kalau zoom out sedikit view jalan utama jadi hilang . coba jalan kabupaten / provinsi . malahan jalan desanya nampak . jadi bikin takut . mau zoom out untuklihat rute malahan hilang , zoom in kelihatan",halo developer sekarang maps kalau zoom out sedikit view jalan utama jadi hilang coba jalan kabupaten provinsi malah jalan desa nampak jadi bikin takut mau zoom out untuklihat rute malah hilang zoom in lihat
Susanto,5,5/20/2024 13:54,"Bikin sengsara maps nya... tolong perbarui lagi seperti bulan bulan yang kemarin... maps macam apa ini... untuksengsara di jalan... setiap mau jalan maps nya tidak mengikuti jalannya saya.. yang adaberhenti dlu, setelah satu menit baru jalan lgi mapnya... atau saya hapus aplikasi maps ini... enggak beguna.",negatif,"Bikin sengsara maps nya ... perbarui bulan bulan kemarin ... maps macam apa ... untuksengsara jalan ... mau jalan maps nya mengikuti jalannya .. adaberhenti dlu , satu menit baru jalan lgi mapnya ... hapus aplikasi maps ... enggak beguna .",bikin sengsara maps nya baru bulan bulan kemarin maps macam apa untuksengsara jalan mau jalan maps nya ikut jalan adaberhenti dlu satu menit baru jalan lgi map hapus aplikasi maps enggak beguna
Haji Herman,3,5/17/2024 22:04,"Maps salah, bikin pusing, ngarahin kejalan sempit, padahal jalan besar ada, mohon di perbaiki agar yang menggunakan maps tidak tersesat di jalan",negatif,"Maps salah , bikin pusing , ngarahin kejalan sempit , padahal jalan besar , mohon perbaiki menggunakan maps tersesat jalan",maps salah bikin pusing ngarahin jalan sempit padahal jalan besar mohon baik guna maps sesat jalan
Ade Warman,3,5/16/2024 19:42,"Tolong dong updatenya di tingkatin lagi, saya sudahlama pakai aplikasi ini, semakin kesini semakin suka salah, di maps biru pas real nya malah macet, begitupun sebaliknya.",negatif,"dong updatenya tingkatin , sudahlama pakai aplikasi , semakin kesini semakin suka salah , maps biru pas real nya malah macet , begitupun sebaliknya .",dong updatenya tingkatin sudahlama pakai aplikasi makin kesini makin suka salah maps biru pas real nya malah macet begitu balik
Budi Ujung,4,5/8/2024 0:21,Sering tidak sesuai lokasi!! Sistem sering berubah danerror!! Sering telat memberi petunjuk!! Akurasi kurang maksimal! Tolong diperbaiki!! Saya sering telat update kalah cepet dgn aplikasi maps yang lain!! Terimakasih,negatif,Sering sesuai lokasi ! ! Sistem sering berubah danerror ! ! Sering telat memberi petunjuk ! ! Akurasi kurang maksimal ! diperbaiki ! ! sering telat update kalah cepet dgn aplikasi maps ! ! Terimakasih,sering sesuai lokasi sistem sering ubah danerror sering telat beri tunjuk akurasi kurang maksimal baik sering telat update kalah cepet dgn aplikasi maps terimakasih
Putra Pangeran Darah Biru,1,5/1/2024 12:43,"Jarak dekat di tempuh dengan rute yang jauh danmemutar, waktu terbuang sangat banyak, tingkat akurasi titik di maps kadang lompat ke titik sebelahnya, menguras daya baterai,. pemakaian data internet yang banyak",negatif,"Jarak dekat tempuh rute jauh danmemutar , waktu terbuang sangat banyak , tingkat akurasi titik maps kadang lompat titik sebelahnya , menguras daya baterai , . pemakaian data internet banyak",jarak dekat tempuh rute jauh danmemutar waktu buang sangat banyak tingkat akurasi titik maps kadang lompat titik belah uras daya baterai pakai data internet banyak
Nurul Hadi,1,4/28/2024 7:32,"Saya sebagai driver ojol pemula di kota. Yg harus bergantung ke google maps. Sangat tidak puas, setelah aplikasi google maps di update. Keluhannya ketika saya mau ngambil penumpang rute yang di kasih google maps selalu tidak tepat sasaran. Jd menurut sy harus segera diperbaiki lagi, sehingga mempermudah kan kita.",negatif,"driver ojol pemula kota . Yg bergantung google maps . Sangat puas , aplikasi google maps update . Keluhannya mau ngambil penumpang rute kasih google maps selalu tepat sasaran . Jd sy segera diperbaiki , mempermudah kan .",driver ojol mula kota yg gantung google maps sangat puas aplikasi google maps update keluh mau ngambil tumpang rute kasih google maps selalu tepat sasar jd sy segera baik mudah kan
faldin Setiardi,1,4/24/2024 12:27,"Tolong perbaiki sistem dannavigasi nya, sesudah update kadang saat diam dantidak berkendara suka melesat danlebih dari 150 meter kadang lebih melesat nya, dansaat berkendara justru titik biru malah diam enggak bergerak sama sekali navigasi nya, padahal koneksi internet bagus, dankuota saya banyak, tolong perbaiki bug dansistem navigasi nya, soalnya maps ini berguna banget untuksaya yang sebagai driver ojek !",positif,"perbaiki sistem dannavigasi nya , update kadang diam dantidak berkendara suka melesat danlebih 150 meter kadang lebih melesat nya , dansaat berkendara justru titik biru malah diam enggak bergerak sama sekali navigasi nya , padahal koneksi internet bagus , dankuota banyak , perbaiki bug dansistem navigasi nya , soalnya maps berguna banget untuksaya driver ojek !",baik sistem dannavigasi nya update kadang diam dantidak kendara suka lesat danlebih 150 meter kadang lebih lesat nya dansaat kendara justru titik biru malah diam enggak gerak sama sekali navigasi nya padahal koneksi internet bagus dankuota banyak baik bug dansistem navigasi nya soal maps guna banget untuksaya driver ojek
Ary Ramdhani,1,4/24/2024 9:06,Setelah di update bukannya tambah bagus kenapa ini sebaliknya. Saya mohon Kepada pengembang google maps. Tolong perbaiki navigasinya tidak sesuai dengan real time perjalanan. Dan saat perjalanan tidak berubah menjadi tanda panah. Mohon perbaiki. Setelah benar baru saya rubah kembali menjadi bintang 5. Terimakasih,positif,update bukannya tambah bagus sebaliknya . mohon pengembang google maps . perbaiki navigasinya sesuai real time perjalanan . perjalanan berubah menjadi tanda panah . Mohon perbaiki . benar baru rubah menjadi bintang 5 . Terimakasih,update bukan tambah bagus balik mohon kembang google maps baik navigasi sesuai real time jalan jalan ubah jadi tanda panah mohon baik benar baru rubah jadi bintang 5 terimakasih
Arya Juliartawan,2,4/21/2024 21:28,"Kenapa setelah di update maps sering bermasalah, ke tidak akurat untukmembaca lokasi,, sering terjadi kesalahan, contohnya di Maps tertera harus belok kiri namun google maps mengatakan belok kanan, danlokasi sebenarnya berada di posisi kanan, tapi di katakan posisi kiri, sering error, ini sangat menyusahkan, karena saya sebagai driver ojek online, sangat merasakan dampak atas ke tidak stabilan maps saat ini, semoga adaperbaikan untukpermasalahan ini. Terimakasih",negatif,"update maps sering bermasalah , akurat untukmembaca lokasi , , sering terjadi kesalahan , contohnya Maps tertera belok kiri google maps mengatakan belok kanan , danlokasi sebenarnya berada posisi kanan , katakan posisi kiri , sering error , sangat menyusahkan , driver ojek online , sangat merasakan dampak atas stabilan maps , semoga adaperbaikan untukpermasalahan . Terimakasih",update maps sering masalah akurat untukmembaca lokasi sering jadi salah contoh maps tera belok kiri google maps kata belok kanan danlokasi benar ada posisi kanan kata posisi kiri sering error sangat susah driver ojek online sangat rasa dampak atas stabil maps moga adaperbaikan untukpermasalahan terimakasih
Irwan Fikri,2,4/21/2024 9:26,"Gambar objek / bangunan di suatu tempat pada mode satelit tidak update. masih menampilkan gambar beberapa tahun sebelumnya.... kalau memang itu benar berdasarkan data / citra satelit, tentunya menampilkan objek pada wilayah tertentu secara realtime. Lebih baik lagi jika di lengkapi dengan rute / jalur transportasi perairan umum antar daerah perairan danantar pulau. Terimakasih .",negatif,"Gambar objek / bangunan suatu tempat mode satelit update . menampilkan gambar beberapa tahun sebelumnya .... kalau memang benar berdasarkan data / citra satelit , tentunya menampilkan objek wilayah tertentu realtime . Lebih baik lengkapi rute / jalur transportasi perairan umum antar daerah perairan danantar pulau . Terimakasih .",gambar objek bangun suatu tempat mode satelit update tampil gambar beberapa tahun belum kalau memang benar dasar data citra satelit tentu tampil objek wilayah tentu realtime lebih baik lengkap rute jalur transportasi air umum antar daerah air danantar pulau terimakasih
Stephanus Leon,1,4/21/2024 8:53,"Setiap buka aplikasi google maps di hp saya, katanya koneksi tidak terhubung jelas2 saya online, minus nya gak bisa buka aplikasi maps saja apakah bug pada aplikasi karena abis update ?? Mohon bantuannya google maps, saya terbantu dengan aplikasi ini, tolong diperbaiki secepatnya!! Saya tersesat ini tolong bantu saya !!",negatif,"buka aplikasi google maps hp , katanya koneksi terhubung jelas2 online , minus nya gak buka aplikasi maps bug aplikasi abis update ? ? Mohon bantuannya google maps , terbantu aplikasi , diperbaiki secepatnya ! ! tersesat bantu ! !",buka aplikasi google maps hp kata koneksi hubung jelas2 online minus nya gak buka aplikasi maps bug aplikasi abis update mohon bantu google maps bantu aplikasi baik cepat sesat bantu
Dedi Wirawan,1,4/19/2024 9:04,"Tidak update jalan, jalan tinggal lurus malah di arahin muter, adajalan pintas malah di arahin yang jauh, sekalinya ngarahin jalan pintas malah jalan yang cuma muat untukmotor padahal sudahsetting kendaraan mobil, sering kali ngarahin jalan yang buntu ditutup portal, tiap ketempat tujuan belum sampai titiknya maps sudahselesai dibilang sudah sampai, entahlah!!! google maps niatnya apa slalu mengarahkan ke jalan yang SESAT",negatif,"update jalan , jalan tinggal lurus malah arahin muter , adajalan pintas malah arahin jauh , sekalinya ngarahin jalan pintas malah jalan cuma muat untukmotor padahal sudahsetting kendaraan mobil , sering kali ngarahin jalan buntu ditutup portal , tiap ketempat tujuan titiknya maps sudahselesai dibilang , entahlah ! ! ! google maps niatnya apa slalu mengarahkan jalan SESAT",update jalan jalan tinggal lurus malah arahin muter adajalan pintas malah arahin jauh sekali ngarahin jalan pintas malah jalan cuma muat untukmotor padahal sudahsetting kendara mobil sering kali ngarahin jalan buntu tutup portal tiap tempat tuju titik maps sudahselesai bilang entah google maps niat apa slalu arah jalan sesat
Call me Echaa,5,4/12/2024 13:54,Dengan menggunakan google maps ini sangat membantu saya dalam mencari suatu tempat yang ingin saya tuju. Dengan menggunakan google maps saya jadi lebih mudah mencari jalan jika sedang tersesat. Google maps menjadi teman saya disetiap perjalanan terlebih dengan fitur fitur yang mulai terupdate dengan menakjubkan dapat membantu kita yang tidak bisa membaca maps.,negatif,menggunakan google maps sangat membantu mencari suatu tempat tuju . menggunakan google maps jadi lebih mudah mencari jalan sedang tersesat . Google maps menjadi teman disetiap perjalanan terlebih fitur fitur mulai terupdate menakjubkan membantu membaca maps .,guna google maps sangat bantu cari suatu tempat tuju guna google maps jadi lebih mudah cari jalan sedang sesat google maps jadi teman tiap jalan lebih fitur fitur mulai terupdate takjub bantu baca maps
Salsa Sabitha,5,4/11/2024 15:38,"Membantu banget untukaku yang suka nyasar, Mempermudah menghafal jalan, danpenggunaan aplikasi juga terjamin gampang! Sehingga semua pemakai bisa mengerti cara kerjanya dansampai tujuan dengan aman, Apikasi top!!!!",negatif,"Membantu banget untukaku suka nyasar , Mempermudah menghafal jalan , danpenggunaan aplikasi terjamin gampang ! semua pemakai mengerti cara kerjanya dansampai tujuan aman , Apikasi top ! ! ! !",bantu banget untukaku suka nyasar mudah hafal jalan danpenggunaan aplikasi jamin gampang semua pakai erti cara kerja dansampai tuju aman apikasi top
Shuchie,1,4/5/2024 14:41,"Maps sekarang untukemosi , gak sesuai dimana posisi kita , titik biru sering banget berubah menjadi abu abu , danmap selalu off dgn sendirinya ... Tolonglah diperbaiki lagi... Padahal sudah di update tapi masih juga begitu…",negatif,"Maps sekarang untukemosi , gak sesuai posisi , titik biru sering banget berubah menjadi abu abu , danmap selalu off dgn sendirinya ... Tolonglah diperbaiki ... Padahal update begitu…",maps sekarang untukemosi gak sesuai posisi titik biru sering banget ubah jadi abu abu danmap selalu off dgn sendiri tolong baik padahal update begitu
Herudwiabs Official,1,4/4/2024 6:54,Di update malah jadi buruk.. Biasa lihat linimasa bagus dapat tertera brp jarak yang sudah di lalui sekarang jadi ngaco.. Malah adagaris lurus tidak ikutin jalur map.. Biasanya tidak perlu di zoom buah liat titik macet.. Ini harus di zoom dulu ke satu lokasi baru dapat lihat jalur macetnya.. Makin jelek update nya.. Buat tidak nyaman Update yang sekarang ini jelek bgt.. Mencari alamat dengan kata kunci jalan malah disarankan atau di carikan lokasi yang jauh.. Misal jalan Ketapang.. Di bekasi malah jalan ketapang di daerah yang jauh sekali,positif,update malah jadi buruk .. Biasa lihat linimasa bagus tertera brp jarak lalui sekarang jadi ngaco .. Malah adagaris lurus ikutin jalur map .. Biasanya perlu zoom buah liat titik macet .. zoom dulu satu lokasi baru lihat jalur macetnya .. Makin jelek update nya .. Buat nyaman Update sekarang jelek bgt .. Mencari alamat kata kunci jalan malah disarankan carikan lokasi jauh .. Misal jalan Ketapang .. bekasi malah jalan ketapang daerah jauh sekali,update malah jadi buruk biasa lihat linimasa bagus tera brp jarak lalu sekarang jadi ngaco malah adagaris lurus ikutin jalur map biasa perlu zoom buah liat titik macet zoom dulu satu lokasi baru lihat jalur macet makin jelek update nya buat nyaman update sekarang jelek bgt cari alamat kata kunci jalan malah saran cari lokasi jauh misal jalan ketapang bekas malah jalan ketapang daerah jauh sekali
Firdausi Maghfiriyah02,5,4/3/2024 10:16,"Google maps memberikan petunjuk arah yang akurat , fitur navigasi suara membantu saya dalam menemukan lokasi dengan mudah, peta yang terperinci & selalu update, fitur pencarian yang canggih, memberikan informasi lalu lintas secara Real time, sangat mudah dipahami, fitur street view membantu saya melihat detail jalan danbangunan sebelum saya pergi ke lokasi tsb, memiliki lapisan peta yang dapat disesuaikan dengan kebutuhan, saya merasa lebih aman dalam menjelajahi kota berkat bantuan Google maps",negatif,"Google maps memberikan petunjuk arah akurat , fitur navigasi suara membantu menemukan lokasi mudah , peta terperinci & selalu update , fitur pencarian canggih , memberikan informasi lalu lintas Real time , sangat mudah dipahami , fitur street view membantu melihat detail jalan danbangunan pergi lokasi tsb , memiliki lapisan peta disesuaikan kebutuhan , merasa lebih aman menjelajahi kota berkat bantuan Google maps",google maps beri tunjuk arah akurat fitur navigasi suara bantu temu lokasi mudah peta perinci selalu update fitur cari canggih beri informasi lalu lintas real time sangat mudah paham fitur street view bantu lihat detail jalan danbangunan pergi lokasi tsb milik lapis peta sesuai butuh rasa lebih aman jajah kota berkat bantu google maps
Agil Ramadhan,1,3/29/2024 2:38,"Titik lokasi nya kadang tidak sesuai keberadaan kita diam, sama lagi titik lokasi nya kalau kita pakai berkendara itu suka diam gak maju jadi bikin pusing penggunanya saat di pakai ketika perjalanan berlangsung. Tolong perbaiki lagi sistemnya.",negatif,"Titik lokasi nya kadang sesuai keberadaan diam , sama titik lokasi nya kalau pakai berkendara suka diam gak maju jadi bikin pusing penggunanya pakai perjalanan berlangsung . perbaiki sistemnya .",titik lokasi nya kadang sesuai ada diam sama titik lokasi nya kalau pakai kendara suka diam gak maju jadi bikin pusing guna pakai jalan langsung baik sistem
sigit ajah,4,3/28/2024 4:15,"Semenjak adapembaharuan di playstore mapsnya jadi putar terlalu jauh. Tolong diperbaiki jalan2 yang bisa dilalui motor, baik gang kecil danyang lainnya kalau bisa mempercepat sampai ditujuan dibentuk jalurnya dgn warna biru, dankalau jalur yang dilalui adaportal ataupun gerbang yang sudah ditutup agar diperlihatkan agar tidak putar terlalu jauh danmemakan waktu yang agak lama juga pastinya itu. terimakasih.",negatif,"Semenjak adapembaharuan playstore mapsnya jadi putar terlalu jauh . diperbaiki jalan2 dilalui motor , baik gang kecil danyang lainnya kalau mempercepat ditujuan dibentuk jalurnya dgn warna biru , dankalau jalur dilalui adaportal ataupun gerbang ditutup diperlihatkan putar terlalu jauh danmemakan waktu lama pastinya . terimakasih .",semenjak adapembaharuan playstore mapsnya jadi putar terlalu jauh baik jalan2 lalu motor baik gang kecil danyang lain kalau cepat tuju bentuk jalur dgn warna biru dankalau jalur lalu adaportal atau gerbang tutup lihat putar terlalu jauh danmemakan waktu lama pasti terimakasih
